,company,inches,ram,weight,price,new_screenreso,new_cpu,new_clockspd,new_gpu,new_OS,isTouchScrn,Memory,HDD,SSD
222,Toshiba,13.3,8,1.2,72620.64,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
223,HP,15.6,8,2.1,42304.32,1920x1080,Intel Core i5,1.6,Intel,Windows,0,1000 HDD,1000,0
224,Dell,17.3,16,4.42,130873.7952,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
225,Acer,15.6,8,2.2,44328.96,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
226,Dell,15.6,16,2.3,45768.0528,1920x1080,Intel Core i7,2.7,AMD,Windows,1,1000 HDD,1000,0
227,Asus,15.6,8,2.0,40972.32,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
228,Asus,17.3,8,2.69,47472.48,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD +  500GB HDD,500,256
229,HP,15.6,8,1.9,67612.31999999999,1920x1080,Intel Core i7,2.7,AMD,Windows,0,1000 HDD,1000,0
230,Asus,15.6,4,2.37,21258.1872,1366x768,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
231,HP,15.6,4,2.1,17582.399999999998,1366x768,AMD Processor,1.5,AMD,Windows,0,500GB HDD,500,0
232,Lenovo,15.6,16,3.2,79866.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
233,Dell,14.0,8,1.6,45767.52,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
234,Acer,13.3,8,1.6,36709.92,1920x1080,Intel Core i5,2.3,Intel,Windows,1,256GB SSD,0,256
235,Dell,15.6,16,2.36,47898.72,1920x1080,Intel Core i7,2.7,AMD,Linux,0,256GB SSD,0,256
236,Acer,15.6,4,2.1,20779.2,1366x768,Intel Core i3,2.0,Intel,Linux,0,1000 HDD,1000,0
237,Asus,15.6,4,2.2,30636.0,1920x1080,AMD Processor,2.5,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
238,Asus,17.3,32,4.7,207259.2,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
239,Acer,15.6,8,2.5,45074.88,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
240,Lenovo,15.6,8,2.2,31381.92,1366x768,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
241,Asus,17.3,8,2.1,61005.6,1920x1080,Intel Core i7,1.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
242,Asus,17.3,8,2.69,47365.92,1920x1080,Intel Core i7,2.7,Nividia,Other,0,128GB SSD +  1000 HDD,1000,128
243,Dell,15.6,8,2.56,46833.12,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
244,Lenovo,13.9,8,1.38,57489.12,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
245,Dell,15.6,8,2.2,52480.8,1920x1080,Intel Core i7,1.8,AMD,Windows,0,128GB SSD +  2000 HDD,2000,128
246,HP,15.6,8,2.04,29783.52,1366x768,Intel Core i5,2.5,Intel,Windows,1,1000 HDD,1000,0
247,Asus,17.3,16,3.6,159786.72,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,256GB SSD,0,256
248,HP,13.3,4,1.49,35964.0,1920x1080,Intel Core i5,1.6,Intel,Windows,0,500GB HDD,500,0
249,Apple,13.3,8,1.37,108691.2,2560x1600,Intel Core i5,3.1,Intel,MAC OS,0,512GB SSD,0,512
250,Dell,15.6,8,2.08,43636.32,1920x1080,Intel Core i7,1.8,Intel,Windows,1,1000 HDD,1000,0
251,Asus,17.3,16,4.3,95850.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
252,Asus,15.6,4,1.68,24988.32,1366x768,AMD Processor,3.0,AMD,Windows,0,1000 HDD,1000,0
253,Lenovo,13.9,8,1.37,98514.72,1920x1080,Intel Core i7,1.8,Intel,Windows,1,512GB SSD,0,512
254,Acer,17.3,4,3.0,37402.56,1920x1080,Intel Core i3,2.7,Nividia,Windows,0,256GB SSD,0,256
255,Dell,13.3,8,1.41,50562.72,1920x1080,Intel Core i5,1.6,Intel,Windows,0,256GB SSD,0,256
256,HP,15.6,8,1.91,23757.552000000003,1366x768,AMD Processor,2.5,AMD,Windows,0,128GB SSD,0,128
257,HP,17.3,16,2.9,56423.52,1920x1080,Intel Core i7,1.8,Nividia,Windows,0,1000 HDD,1000,0
258,MSI,17.3,16,4.14,133146.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
259,Lenovo,15.6,8,2.0,90522.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,1,512GB SSD,0,512
260,Dell,17.3,8,2.8,60845.76,1920x1080,Intel Core i7,1.8,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
261,Lenovo,15.6,4,2.2,23656.32,1920x1080,Intel Core i3,2.0,Intel,Other,0,256GB SSD,0,256
262,HP,15.6,4,2.1,38468.16,1920x1080,Intel Core i5,1.6,Intel,Windows,0,500GB HDD,500,0
263,Dell,15.6,4,2.18,35004.96,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
264,Dell,15.6,8,2.24,30103.2,1920x1080,Intel Core i5,2.5,AMD,Windows,0,1000 HDD,1000,0
265,Dell,15.6,8,2.67,42570.72,1920x1080,Intel Core i5,1.6,Intel,Windows,1,256GB SSD,0,256
266,Asus,13.3,8,1.1,79866.72,1920x1080,Intel Core i7,1.8,Intel,Windows,1,512GB SSD +  512GB SSD,0,1024
267,Lenovo,15.6,4,2.2,24881.76,1920x1080,Intel Core i5,2.5,Intel,Other,0,1000 HDD,1000,0
268,HP,17.3,8,2.5,54239.04,1920x1080,Intel Core i7,1.8,Nividia,Windows,0,1000 HDD,1000,0
269,Lenovo,15.6,8,2.05,46886.4,1920x1080,Intel Core i7,1.8,Intel,Windows,0,256GB SSD,0,256
270,Apple,13.3,8,1.37,104370.192,2560x1600,Intel Core i5,2.9,Intel,MAC OS,0,512GB SSD,0,512
271,Asus,17.3,16,3.2,82530.72,1920x1080,AMD Processor,3.0,AMD,Windows,0,256GB SSD +  1000 HDD,1000,256
272,Dell,15.6,8,2.14,39164.5296,1920x1080,Intel Core i7,1.8,AMD,Linux,0,256GB SSD,0,256
273,Lenovo,14.0,16,1.36,133146.72,2560x1440,Intel Core i7,2.6,Intel,Windows,1,512GB SSD,0,512
274,Toshiba,15.6,8,2.2,43263.36,1366x768,Intel Core i7,2.5,Nividia,Windows,0,500GB HDD,500,0
275,Dell,15.6,12,2.3,37992.3696,1366x768,Intel Core i7,2.7,Intel,Windows,0,1000 HDD,1000,0
276,Dell,17.3,8,2.8,58554.72,1920x1080,Intel Core i7,1.8,AMD,Linux,0,128GB SSD +  1000 HDD,1000,128
277,Acer,15.6,8,2.2,39693.6,1920x1080,Intel Core i7,1.8,Nividia,Windows,0,1000 HDD,1000,0
278,Lenovo,17.3,4,2.8,26053.92,1600x900,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
279,Lenovo,17.3,8,2.8,45234.72,1920x1080,Intel Core i7,1.8,Nividia,Other,0,2000 HDD,2000,0
280,Lenovo,17.3,6,2.8,45767.52,1600x900,Intel Core i7,2.7,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
281,Dell,15.6,4,2.25,22803.84,1920x1080,Intel Core i3,2.0,AMD,Linux,0,1000 HDD,1000,0
282,Lenovo,15.6,8,2.5,44169.12,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
283,Lenovo,15.6,6,2.2,30849.12,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
284,Acer,15.6,8,3.0,50669.28,1920x1080,Intel Core i7,1.8,Nividia,Windows,0,256GB SSD,0,256
285,Acer,15.6,12,2.15,35111.52,1920x1080,Intel Core i7,2.7,Intel,Windows,1,1000 HDD,1000,0
286,Lenovo,15.6,8,1.95,58448.16,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
287,Asus,15.6,8,1.7,52054.56,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
288,Lenovo,15.6,16,2.5,62817.12,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
289,Lenovo,15.6,8,2.2,35112.0528,1920x1080,Intel Core i7,2.7,Nividia,Other,0,1000 HDD,1000,0
290,Acer,15.6,2,2.19,10602.72,1366x768,Intel other Processor,1.5,Intel,Other,0,16GB SSD,0,16
291,Asus,17.3,8,3.0,63243.36,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
292,HP,17.3,8,2.54,26053.92,1600x900,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
293,Dell,15.6,8,2.0,97449.12,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
294,Lenovo,15.6,8,2.05,39373.92,1920x1080,Intel Core i5,1.6,Intel,Windows,0,256GB SSD,0,256
295,Lenovo,15.6,8,3.2,69210.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
296,Acer,15.6,8,2.5,52161.12,1920x1080,Intel Core i7,2.8,Nividia,Linux,0,256GB SSD,0,256
297,Dell,17.3,16,3.42,153705.3408,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,256GB SSD,0,256
298,Lenovo,15.6,6,2.4,26586.72,1920x1080,AMD Processor,2.4,AMD,Windows,0,1000 HDD,1000,0
299,Asus,15.6,16,1.63,78215.04,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD,0,512
300,Asus,14.0,4,1.3,27119.52,1366x768,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
301,Asus,17.3,16,2.9,113060.16,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
302,Lenovo,17.3,6,2.8,34578.72,1600x900,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
303,Lenovo,15.6,8,2.2,29250.72,1366x768,Intel Core i5,2.5,Nividia,Other,0,2000 HDD,2000,0
304,Asus,15.6,8,2.5,67399.2,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
305,Lenovo,15.6,4,2.2,19180.2672,1366x768,Intel other Processor,1.1,Intel,Other,0,1000 HDD,1000,0
306,HP,13.3,16,1.28,105228.0,1920x1080,Intel Core i7,2.8,Intel,Windows,1,256GB SSD,0,256
307,Toshiba,15.6,8,2.2,55571.04,1920x1080,Intel Core i7,2.5,Nividia,Windows,0,256GB SSD,0,256
308,Lenovo,15.6,8,2.3,43636.32,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
309,HP,15.6,4,1.86,24988.32,1920x1080,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
310,Lenovo,13.3,8,1.1,53226.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
311,Dell,13.3,16,1.21,133146.72,3840x2160,Intel Core i7,1.8,Intel,Windows,1,1000 SSD,0,1000
312,MSI,15.6,16,2.8,111834.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
313,Acer,15.6,8,2.23,24988.32,1920x1080,AMD Processor,2.2,AMD,Windows,0,256GB SSD,0,256
314,Asus,11.6,2,1.1,14652.0,1366x768,Intel other Processor,1.1,Intel,Windows,1,32GB Flash Storage,0,0
315,Dell,15.6,8,2.33,44968.32,1920x1080,Intel Core i5,1.6,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
316,HP,13.3,16,1.29,130482.72,3840x2160,Intel Core i7,1.8,Intel,Windows,1,1000 SSD,0,1000
317,Lenovo,13.3,4,1.45,24503.472,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB Flash Storage,0,0
318,HP,14.0,8,1.95,52214.4,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
319,Acer,11.6,4,1.4,25840.8,1366x768,Intel other Processor,1.6,Intel,Windows,0,128GB Flash Storage,0,0
320,HP,14.0,8,1.48,68837.76,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
321,Lenovo,17.3,4,2.79,31381.92,1600x900,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
322,Asus,14.0,8,2.0,58288.32,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
323,HP,15.6,8,2.1,48058.56,1366x768,Intel Core i7,1.8,Intel,Windows,0,1000 HDD,1000,0
324,Acer,15.6,8,2.2,35111.52,1366x768,AMD Processor,2.7,AMD,Windows,0,256GB SSD,0,256
325,Lenovo,14.0,4,1.44,15557.76,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
326,Acer,15.6,6,2.23,29250.72,1366x768,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
327,Asus,15.6,8,1.7,55938.672,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
328,HP,12.5,8,1.26,71128.8,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
329,Dell,15.6,32,2.06,140605.91999999998,3840x2160,Intel Core i7,2.8,Nividia,Windows,1,1000 SSD,0,1000
330,MSI,17.3,8,2.7,63882.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
331,Toshiba,15.6,8,2.0,50243.04,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
332,Asus,14.0,8,2.0,71075.52,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD +  1000 HDD,1000,256
333,Lenovo,15.6,4,1.85,23922.72,1920x1080,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
334,Asus,15.6,8,2.5,53226.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
335,HP,14.0,8,1.48,67559.04,1920x1080,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
336,Dell,15.6,8,1.9,55890.72,1920x1080,Intel Core i5,1.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
337,HP,15.6,8,1.84,60952.32,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
338,Asus,15.6,4,2.0,14651.4672,1366x768,Intel other Processor,1.1,Intel,Linux,0,1000 HDD,1000,0
339,Dell,15.6,8,2.0,60885.72,1920x1080,Intel Core i5,1.6,Nividia,Windows,0,256GB SSD,0,256
340,Dell,15.6,4,2.2,14646.672,1366x768,Intel other Processor,1.6,Intel,Linux,0,500GB HDD,500,0
341,Lenovo,15.6,12,2.2,47898.72,1920x1080,AMD Processor,3.6,AMD,Windows,0,2000 HDD,2000,0
342,HP,15.6,8,2.1,38148.48,1920x1080,Intel Core i3,2.4,Nividia,Windows,0,1000 HDD,1000,0
343,Lenovo,13.9,16,1.4,111834.72,3840x2160,Intel Core i7,1.8,Intel,Windows,1,512GB SSD,0,512
344,Dell,13.3,8,1.2,84129.12,1920x1080,Intel Core i7,1.8,Intel,Windows,0,256GB SSD,0,256
345,Lenovo,15.6,16,2.4,60153.12,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  2000 HDD,2000,256
346,HP,14.0,2,1.44,14865.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
347,Dell,15.6,16,1.88,85672.1088,1920x1080,Intel Core i7,1.9,Intel,Windows,0,512GB SSD +  256GB SSD,0,768
348,Asus,11.6,4,1.5,19980.0,1366x768,Intel other Processor,1.1,Intel,Windows,1,32GB Flash Storage,0,0
349,Dell,15.6,8,1.9,35324.64,1920x1080,Intel Core i5,1.6,AMD,Windows,0,1000 HDD,1000,0
350,Dell,15.6,16,2.06,108020.9376,3840x2160,Intel Core i7,2.8,Nividia,Windows,1,512GB SSD,0,512
351,HP,15.6,8,1.84,69477.12,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
352,MSI,17.3,8,2.7,75071.52,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
353,HP,15.6,8,2.6,92615.0256,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
354,Toshiba,15.6,16,2.4,74751.84,1920x1080,Intel Core i7,2.5,Nividia,Windows,0,512GB SSD,0,512
355,Dell,15.6,8,2.02,51729.55199999999,1920x1080,Intel Core i7,1.8,AMD,Windows,0,128GB SSD +  2000 HDD,2000,128
356,Lenovo,15.6,4,2.2,17155.627200000006,1366x768,Intel other Processor,1.1,Intel,Other,0,1000 HDD,1000,0
357,Dell,15.6,8,2.65,53226.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
358,Dell,15.6,8,2.36,29696.6736,1366x768,Intel Core i5,2.5,Intel,Windows,1,2000 HDD,2000,0
359,Dell,14.0,8,1.36,76030.56,1920x1080,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
360,HP,15.6,4,1.86,23389.92,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
361,Asus,14.0,8,2.0,50349.6,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
362,Lenovo,17.3,6,2.8,38308.32,1600x900,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
363,HP,15.6,8,1.86,34045.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
364,Lenovo,15.6,8,2.2,26586.72,1366x768,Intel Core i3,2.0,Nividia,Other,0,256GB SSD,0,256
365,HP,15.6,8,2.04,20725.92,1366x768,Intel other Processor,1.6,Intel,Windows,0,2000 HDD,2000,0
366,Dell,17.3,8,2.8,57808.8,1920x1080,Intel Core i5,1.6,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
367,Lenovo,15.6,8,2.4,43103.52,1920x1080,Intel Core i5,2.5,Nividia,Other,0,128GB SSD +  1000 HDD,1000,128
368,Dell,15.6,8,2.33,47898.72,1920x1080,Intel Core i7,2.7,AMD,Windows,0,256GB SSD,0,256
369,HP,14.0,8,1.36,93240.0,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
370,Asus,15.6,12,2.26,58554.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,1,512GB SSD +  2000 HDD,2000,512
371,Acer,15.6,4,2.1,22697.28,1366x768,AMD Processor,3.0,AMD,Windows,0,128GB SSD,0,128
372,Asus,17.3,16,3.25,117162.72,1920x1080,AMD Processor,3.0,AMD,Windows,0,256GB SSD +  1000 HDD,1000,256
373,Lenovo,17.3,4,2.6,26053.92,1600x900,AMD Processor,2.2,AMD,Windows,0,128GB SSD,0,128
374,Dell,13.3,8,1.62,46300.85279999999,1920x1080,Intel Core i7,1.8,Intel,Windows,1,256GB SSD,0,256
375,HP,15.6,4,1.91,26053.3872,1920x1080,AMD Processor,3.0,AMD,Windows,0,256GB SSD,0,256
376,Lenovo,11.6,4,1.59,29463.84,1366x768,Intel other Processor,1.1,Intel,Windows,0,128GB SSD,0,128
377,Dell,15.6,4,1.8,16463.52,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
378,Asus,14.0,4,1.5,15238.08,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
379,Acer,15.6,8,2.4,45074.88,1920x1080,Intel Core i7,2.8,Nividia,Linux,0,1000 HDD,1000,0
380,HP,17.3,8,3.35,63456.48,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
381,Lenovo,15.6,4,1.85,21498.48,1920x1080,Intel Core i3,2.0,Intel,Other,0,128GB SSD,0,128
382,Asus,15.6,8,2.3,88178.4,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
383,Lenovo,14.0,8,1.5,58554.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
384,Asus,13.3,16,1.1,93181.39199999999,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
385,Lenovo,14.0,8,1.13,121584.96,2560x1440,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
386,Lenovo,13.3,4,1.5,29250.72,1920x1080,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
387,Dell,15.6,8,2.23,72940.31999999999,1920x1080,Intel Core i5,2.6,AMD,Windows,0,500GB HDD,500,0
388,Dell,15.6,8,2.0,113752.8,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
389,Lenovo,14.0,16,1.42,133679.52,2560x1440,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
390,Asus,17.3,8,3.0,55357.92,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
391,Asus,17.3,16,3.0,84768.48,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
392,Acer,15.6,12,2.2,36975.7872,1366x768,Intel Core i5,1.6,Nividia,Windows,0,1000 HDD,1000,0
393,MSI,17.3,8,2.7,71874.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
394,Dell,15.6,8,2.33,41498.1936,1920x1080,Intel Core i7,2.7,AMD,Linux,0,256GB SSD,0,256
395,HP,15.6,4,1.91,26586.72,1920x1080,AMD Processor,3.0,AMD,Windows,0,256GB SSD,0,256
396,Lenovo,15.6,8,2.1,65510.9568,1920x1080,Intel Core i7,1.8,AMD,Windows,0,256GB SSD,0,256
397,Lenovo,14.0,8,1.9,49976.64,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
398,Dell,15.6,8,1.78,144495.36,3840x2160,Intel Core i7,2.8,Nividia,Windows,1,256GB SSD,0,256
399,Lenovo,14.0,16,1.13,139860.0,2560x1440,Intel Core i7,2.7,Intel,Windows,0,1000 SSD,0,1000
400,Lenovo,15.6,4,2.2,16303.68,1366x768,Intel other Processor,1.1,Intel,Windows,0,1000 HDD,1000,0
401,Asus,17.3,16,2.9,81465.12,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
402,Lenovo,15.6,8,2.1,60978.96,1920x1080,Intel Core i5,1.6,AMD,Windows,0,256GB SSD +  1000 HDD,1000,256
403,Acer,15.6,8,2.5,46833.12,1920x1080,Intel Core i7,2.8,Nividia,Linux,0,256GB SSD,0,256
404,MSI,17.3,16,2.8,119826.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
405,Asus,14.0,8,1.1,99793.44,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
406,Toshiba,13.3,16,1.2,93080.16,1920x1080,Intel Core i7,2.5,Intel,Windows,0,512GB SSD,0,512
407,Dell,14.0,8,1.36,89510.4,1920x1080,Intel Core i7,2.8,Intel,Windows,0,512GB SSD,0,512
408,Lenovo,15.6,4,2.2,21791.52,1920x1080,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
409,Lenovo,11.6,2,1.15,16221.096000000001,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
410,Lenovo,15.6,8,2.67,102564.0,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
411,Lenovo,14.0,8,1.7,103523.04,2560x1440,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
412,HP,15.6,4,2.1,24988.32,1920x1080,Intel Core i3,2.0,AMD,Windows,0,1000 HDD,1000,0
413,Acer,13.3,8,1.6,42038.4528,1920x1080,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
414,Asus,13.3,8,1.27,49443.84,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
415,Dell,15.6,4,2.3,31909.392,1920x1080,Intel Core i5,2.5,AMD,Linux,0,256GB SSD,0,256
416,Dell,13.3,4,1.65,36709.92,1366x768,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
417,HP,14.0,8,1.43,79920.0,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
418,Dell,15.6,8,2.14,28768.536,1366x768,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
419,Lenovo,14.0,8,1.75,64755.44640000001,1920x1080,Intel Core i7,1.8,AMD,Windows,0,256GB SSD,0,256
420,Lenovo,15.6,16,2.0,101178.72,3840x2160,Intel Core i7,2.8,Nividia,Windows,1,512GB SSD,0,512
421,Chuwi,12.3,6,1.4,23922.72,2736x1824,Intel other Processor,1.1,Intel,Windows,0,64GB Flash Storage,0,0
422,HP,15.6,8,2.31,76030.56,1920x1080,Intel Core i7,2.9,Intel,Windows,0,256GB SSD,0,256
423,Asus,15.6,8,2.3,31808.16,1920x1080,Intel Core i3,2.4,Nividia,Linux,0,1000 HDD,1000,0
424,Dell,17.3,16,4.42,149130.72,2560x1440,Intel Core i7,2.9,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
425,Dell,15.6,8,2.62,61751.52,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
426,Dell,15.6,8,2.02,60867.072,1920x1080,Intel Core i7,1.8,AMD,Windows,0,256GB SSD +  2000 HDD,2000,256
427,Dell,14.0,8,1.6,58554.72,1920x1080,Intel Core i7,2.8,Intel,Linux,0,256GB SSD,0,256
428,HP,17.3,12,3.35,106506.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
429,Mediacom,11.6,4,1.16,15930.72,1920x1080,Intel other Processor,1.1,Intel,Windows,1,32GB SSD,0,32
430,Samsung,11.6,4,1.15,14332.32,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB Flash Storage,0,0
431,Lenovo,13.3,8,1.4,53812.8,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
432,Lenovo,14.0,4,1.7,31914.72,1920x1080,Intel Core i3,2.7,Intel,Windows,0,128GB SSD,0,128
433,Lenovo,15.6,16,2.3,130269.6,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
434,Lenovo,15.6,16,2.5,130482.72,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,512GB SSD,0,512
435,Asus,17.3,8,3.2,90309.6,1920x1080,AMD Processor,3.2,AMD,Windows,0,256GB SSD +  1000 HDD,1000,256
436,HP,15.6,4,2.1,18488.16,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
437,Google,12.3,16,1.1,117162.72,2400x1600,Intel Core i7,1.3,Intel,Other,1,512GB SSD,0,512
438,Lenovo,14.0,24,1.32,126912.96,2560x1440,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
439,Asus,15.6,4,2.0,29783.52,1920x1080,Intel Core i5,2.5,Intel,Linux,0,256GB SSD,0,256
440,Lenovo,17.3,8,2.8,27652.32,1600x900,AMD Processor,2.5,AMD,Windows,0,1000 HDD,1000,0
441,Dell,15.6,4,2.2,39906.72,1920x1080,Intel Core i5,1.6,AMD,Windows,0,256GB SSD,0,256
442,Lenovo,12.5,8,1.36,76137.12,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
